mp_id,full_name,club,mandate_status,district_number,okreg_nazwa,emails,image_url,wybrany_dnia,lista,liczba_glosow,slubowanie,staz_parlamentarny,data_urodzenia,miejsce_urodzenia,wyksztalcenie,ukonczona_szkola,zawod
049,Janusz Cichoń,KO,aktywny,35,Olsztyn,Janusz.Cichon@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/1C403FA4485CC462C1258A51003B9BE9/$File/049.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,32356,13-11-2023,"poseł na Sejm RP VI, VII, VIII i IX kadencji",07-01-1957,Bytom,wyższe,"Akademia Rolniczo-Techniczna w Olsztynie, Wydział Rolniczy, Ekonomika Rolnictwa - magister inżynier (1981) | Szkoła Główna Handlowa w Warszawie, Ekonomia - doktor (1990)","emeryt, nauczyciel akademicki"
050,Krzysztof Ciecióra,PiS,aktywny,10,Piotrków Trybunalski,Krzysztof.Cieciora@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/BF2A2812217269E7C1258A51003B9BEE/$File/050.jpg,15-10-2023,Prawo i Sprawiedliwość,10426,13-11-2023,brak,27-06-1989,Radomsko,wyższe,"Uniwersytet Opolski, Wydział Historyczno-Pedagogiczny, Historia - magister (2014) | Uniwersytet Warszawski, Podyplomowe Studia Menadżerskie (2018) - studia podyplomowe | Akademia WSB, Master of Business Administration z EY Academy of (2019) - studia podyplomowe",
051,Janusz Cieszyński,PiS,aktywny,35,Olsztyn,Janusz.Cieszynski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/2BE2E1DB3D373386C1258A51003B9BF3/$File/051.jpg,15-10-2023,Prawo i Sprawiedliwość,20644,13-11-2023,brak,06-05-1988,Wrocław,wyższe,"Szkoła Główna Handlowa w Warszawie, Finanse i Rachunkowość - licencjat (2012)",menedżer
052,Michał Cieślak,PiS,aktywny,33,Kielce,Michal.Cieslak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/A5FCB5919CD7C696C1258A51003B9BF7/$File/052.jpg,15-10-2023,Prawo i Sprawiedliwość,5629,13-11-2023,poseł na Sejm RP VIII i IX kadencji,09-12-1974,Dąbrowa Tarnowska,wyższe,"Uniwersytet Rolniczy im. H. Kołłątaja w Krakowie, Wydział Rolniczy, Agroekonomia - magister inżynier (2001) | Wyższa Warszawska Szkoła Biznesu, MBA (2017) - studia podyplomowe",ekonomista
053,Żaneta Cwalina-Śliwowska,Polska2050-TD,aktywny,18,Siedlce,Zaneta.Cwalina-Sliwowska@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/2834AC8F8939A8C9C1258A51003B9BFD/$File/053.jpg,,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,9747,13-11-2023,brak,10-12-1978,Ostrołęka,wyższe,"Uniwersytet Zielonogórski, Pedagogika Społeczna - magister (2004) | Szkoła Główna Handlowa w Warszawie, Menedżer Kultury - studia podyplomowe","pedagog, trener"
054,Krzysztof Czarnecki,PiS,aktywny,38,Piła,Krzysztof.Czarnecki@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/D6ED86E8355083EEC1258A51003B9C01/$File/054.jpg,15-10-2023,Prawo i Sprawiedliwość,37420,13-11-2023,poseł na Sejm RP V i IX kadencji,25-10-1957,Trzcianka,średnie zawodowe,"Technikum Budowlano-Drogowe w Pile, Technik Budowlano-Drogowy - technik (1977)",technik budowlano-drogowy
055,Witold Wojciech Czarnecki,PiS,aktywny,37,Konin,Witold.Czarnecki@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/74C30DC3FD5DCB1FC1258A51003B9C04/$File/055.jpg,15-10-2023,Prawo i Sprawiedliwość,17601,13-11-2023,"poseł na Sejm RP V, VI, VII, VIII i IX kadencji",12-04-1953,Murowana Goślina,wyższe,"Politechnika Poznańska, Wydział Budownictwa Lądowego, Budownictwo Miejskie i Przemysłowe - magister inżynier (1977) | Politechnika Poznańska, Wydział Budownictwa Lądowego, Nauki Techniczne - doktor (1987)",nauczyciel akademicki
056,Przemysław Czarnek,PiS,aktywny,6,Lublin,Przemyslaw.Czarnek@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/0CBAAA2F081F434AC1258A51003B9C07/$File/056.jpg,15-10-2023,Prawo i Sprawiedliwość,121686,13-11-2023,poseł na Sejm RP IX kadencji,11-06-1977,Koło,wyższe,"Katolicki Uniwersytet Lubelski, Wydział Prawa, Prawa Kanonicznego i Administracji, Prawo - magister (2001) | Katolicki Uniwersytet Lubelski Jana Pawła II, Prawo Konstytucyjne - doktor (2006) | Katolicki Uniwersytet Lubelski Jana Pawła II, Prawo Konstytucyjne - doktor habilitowany (2015)",prawnik
057,Arkadiusz Czartoryski,PiS,aktywny,18,Siedlce,Arkadiusz.Czartoryski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/2BD7627964AFF680C1258A51003B9C0C/$File/057.jpg,15-10-2023,Prawo i Sprawiedliwość,15845,13-11-2023,"poseł na Sejm RP V, VI, VII, VIII i IX kadencji",14-04-1966,Ostrołęka,wyższe,"Katolicki Uniwersytet Lubelski Jana Pawła II, Wydział Humanistyczny, Historia - magister (1991) | Akademia Sztuki Wojennej, Bezpieczeństwo Narodowe (2023) - studia podyplomowe",urzędnik samorządowy
058,Włodzimierz Czarzasty,Lewica,aktywny,32,Katowice,Wlodzimierz.Czarzasty@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/9A8BF54B87FF7BDDC1258A51003B9C12/$File/058.jpg,15-10-2023,Nowa Lewica,22332,13-11-2023,poseł na Sejm RP IX kadencji,03-05-1960,Warszawa,wyższe,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych, Stosunki Międzynarodowe - magister (1988)",politolog
059,Jacek Czerniak,Lewica,aktywny,6,Lublin,Jacek.Czerniak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/628F5A74FB5FAEAAC1258A51003B9C16/$File/059.jpg,15-10-2023,Nowa Lewica,10910,13-11-2023,poseł na Sejm RP VII i IX kadencji,30-08-1964,Świdnik,wyższe,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Nauk Politycznych, Nauki Polityczne - magister (1989) | Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Zarządzanie i Administracja (2001) - studia podyplomowe",politolog
060,Zofia Czernow,KO,aktywny,1,Legnica,Zofia.Czernow@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/7782F56137136C3DC1258A51003B9C1B/$File/060.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,30258,13-11-2023,"poseł na Sejm RP VII, VIII i IX kadencji",30-09-1950,Wola Obszańska,wyższe,"Wyższa Szkoła Ekonomiczna we Wrocławiu, Wydział Gospodarki Narodowej, Ekonomika Przemysłu - magister (1974) | Polska Akademia Nauk w Warszawie, Europejskie Prawo Bankowe (2000) - studia podyplomowe | Akademia Ekonomiczna we Wrocławiu, Wykorzystanie Funduszy z UE (2005) - studia podyplomowe",ekonomista
061,Anita Czerwińska,PiS,aktywny,20,Warszawa,Anita.Czerwinska@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/9D0A497EC0D0F218C1258A51003B9C1E/$File/061.jpg,,Prawo i Sprawiedliwość,18443,13-11-2023,poseł na Sejm RP VIII i IX kadencji,13-01-1970,Warszawa,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (1999)",prawnik
062,Katarzyna Czochara,PiS,aktywny,21,Opole,Katarzyna.Czochara@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/2A83C547DC7F04BEC1258A51003B9C23/$File/062.jpg,,Prawo i Sprawiedliwość,20004,13-11-2023,poseł na Sejm RP VIII i IX kadencji,03-11-1969,Biała,wyższe,"Uniwersytet Wrocławski, Wydział Filologii Germańskiej, Filologia Germańska - magister (2008)",nauczyciel
063,Sławomir Ćwik,Polska2050-TD,aktywny,7,Chełm,Slawomir.Cwik@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/D8650F8A422958E7C1258A51003B9C26/$File/063.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,8004,13-11-2023,brak,21-01-1972,Zamość,wyższe,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Prawa i Administracji, Prawo - magister (1996) | Szkoła Główna Handlowa w Warszawie, Podatki (1998) - studia podyplomowe","menedżer, prawnik, przedsiębiorca prywatny"
064,Władysław Dajczak,PiS,aktywny,8,Zielona Góra,Wladyslaw.Dajczak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/32FDE3E0D5F1F71AC1258A51003B9C2B/$File/064.jpg,15-10-2023,Prawo i Sprawiedliwość,29131,13-11-2023,"poseł na Sejm RP IX kadencji, senator VII kadencji",10-07-1959,Międzyrzec,wyższe,"Wyższa Szkoła Inżynierska w Zielonej Górze, Instytut Budowy Maszyn, Mechanika-Maszyny i Urządzenia Przemysłu Spożywczego - magister inżynier (1983) | Uniwersytet Wrocławski, Prawo i Administracja (1997) - studia podyplomowe",inżynier mechanik
065,Anna Dąbrowska-Banaszek,PiS,aktywny,7,Chełm,Anna.Dabrowska-Banaszek@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/67C0821A5AA43E9FC1258A51003B9C2F/$File/065.jpg,,Prawo i Sprawiedliwość,13910,13-11-2023,poseł na Sejm RP IX kadencji,14-04-1961,Chełm,wyższe,"Akademia Medyczna w Lublinie, Wydział Lekarski, Lekarz medycyny - lekarz (1986) | Wyższa Szkoła Zawodowa Kosmetyki i Pielęgnacji Zdrowia w Warszawie, Kosmetologia w Medycynie (2010) - studia podyplomowe",lekarz
066,Zbigniew Dolata,PiS,aktywny,37,Konin,Zbigniew.Dolata@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/4F33560072772523C1258A51003B9C33/$File/066.jpg,15-10-2023,Prawo i Sprawiedliwość,25663,13-11-2023,"poseł na Sejm RP V, VI, VII, VIII i IX kadencji",01-12-1965,Koźmin,wyższe,"Wyższa Szkoła Pedagogiczna w Opolu, Wydział Filologiczno-Historyczny, Historia - magister (1989) | Uniwersytet im. Adama Mickiewicza w Poznaniu, Politologia (2000) - studia podyplomowe",nauczyciel
067,Barbara Dolniak,KO,aktywny,32,Katowice,Barbara.Dolniak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/4C9AC7EB68DBE505C1258A51003B9C37/$File/067.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,37470,13-11-2023,poseł na Sejm RP VIII i IX kadencji,12-09-1960,Bytom,wyższe,"Uniwersytet Śląski, Wydział Prawa i Administracji, Prawo - magister (1983) | Sąd Wojewódzki w Katowicach, Aplikacja Sądowa (1987) | Uniwersytet Śląski, Prawo Unii Europejskiej (2007) - studia podyplomowe | Olsztyńska Wyższa Szkoła Informatyki i Zarządzania im. Prof. Kotarbińskiego w Olsztynie, Public Relations (2011) - studia podyplomowe | Krajowa Szkoła Sądownictwa i Prokuratury we współpracy z Instytutem Polskiej Akademii Nauk, Prawo Cywilne (2013) - studia podyplomowe",prawnik
068,Andrzej Domański,KO,aktywny,19,Warszawa,Andrzej.Domanski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/1B4A63B19A767EA9C1258A51003B9C3A/$File/068.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,6848,13-11-2023,brak,27-08-1981,Kraków,wyższe,"Akademia Ekonomiczna, Wydział Ekonomii, Ekonomia - magister (2005)","doradca ds. ekonomicznych, ekonomista"
069,Bartłomiej Dorywalski,PiS,aktywny,33,Kielce,Bartlomiej.Dorywalski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/FB43092C669B2D16C1258A51003B9C3F/$File/069.jpg,15-10-2023,Prawo i Sprawiedliwość,9696,13-11-2023,poseł na Sejm RP VI i IX kadencji,16-08-1979,Włoszczowa,wyższe,"Katolicki Uniwersytet Lubelski, Wydział Prawa, Prawa Kanonicznego i Administracji, Prawo - magister (2003) | Katolicki Uniwersytet Lubelski Jana Pawła II, Nauki Prawne - doktor (2015)",radca prawny
070,Robert Dowhan,KO,aktywny,8,Zielona Góra,Robert.Dowhan@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/21A3E677F573ACEDC1258A51003B9C45/$File/070.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,14761,13-11-2023,"senator VIII, IX i X kadencji",14-07-1967,Lubsko,wyższe,"Akademia Wychowania Fizycznego, Wydział Sportowy, Nauczycielski - magister (1991)",
071,Przemysław Drabek,PiS,aktywny,27,Bielsko-Biała,Przemyslaw.Drabek@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/984654A16A2C6BF5C1258A51003B9C4A/$File/071.jpg,15-10-2023,Prawo i Sprawiedliwość,17886,13-11-2023,poseł na Sejm RP IX kadencji,02-10-1979,Bielsko-Biała,wyższe,"Wyższa Szkoła Ekonomiczno Humanistyczna, Zarządzanie i Marketing - licencjat (2002) | Wyższa Szkoła Ekonomiczno Humanistyczna, Zarządzanie - magister (2021)",menedżer
072,Elżbieta Duda,PiS,aktywny,13,Kraków,Elzbieta.Duda@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/C06C01EC6B0D5ED2C1258A51003B9C4D/$File/072.jpg,,Prawo i Sprawiedliwość,11388,13-11-2023,poseł na Sejm RP VIII i IX kadencji,20-11-1962,Skała,średnie policealne/pomaturalne,"Państwowe Studium Sztuk Plastycznych, Konserwacja Rzeźby, Konserwacja Rzeźby Architektonicznej - technik (1983)",parlamentarzysta
073,Michał Paweł Dworczyk,PiS,wygasl,2,Wałbrzych,,https://orka.sejm.gov.pl/Poslowie10.nsf/0/088AF37A52793291C1258A51003B9C52/$File/073.jpg,15-10-2023,Prawo i Sprawiedliwość,40264,13-11-2023,"poseł na Sejm RP VII, VIII i IX kadencji",22-07-1975,Warszawa,wyższe,"Uniwersytet Warszawski, Wydział Historii, Historia - magister (2001)","historyk, polityk"
074,Adam Dziedzic,PSL-TD,aktywny,23,Rzeszów,Adam.Dziedzic@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/0D03E8C546FC3AFBC1258A51003B9C55/$File/074.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,24304,13-11-2023,brak,26-09-1969,Rzeszów,wyższe,"Politechnika Rzeszowska, Wydział Budowy Maszyn i Lotnictwa, Mechanika i Budowa Maszyn, Projektowanie Procesów Technologicznych - inżynier (1999) | Politechnika Rzeszowska, Zintegrowane Zarządzanie Jakością, Środowiskiem i Bezpieczeństwem (2003) - studia podyplomowe | Politechnika Rzeszowska, Wydział Budowy Maszyn i Lotnictwa, Mechanika i Budowa Maszyn, Organizacja i Zarządzanie w Przemyśle - magister (2008)",inżynier mechanik
075,Jan Michał Dziedziczak,PiS,aktywny,36,Kalisz,Jan.Dziedziczak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/295242200E870766C1258A51003B9C5B/$File/075.jpg,15-10-2023,Prawo i Sprawiedliwość,14689,13-11-2023,"poseł na Sejm RP VI, VII, VIII i IX kadencji",03-08-1981,Warszawa,wyższe,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych, Politologia - magister (2007)",urzędnik państwowy
076,Agnieszka Dziemianowicz-Bąk,Lewica,aktywny,26,Słupsk,Agnieszka.Dziemianowicz-Bak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/35C545C5FF2BCB95C1258A51003B9C61/$File/076.jpg,,Nowa Lewica,30631,13-11-2023,poseł na Sejm RP IX kadencji,20-01-1984,Wrocław,wyższe,"Uniwersytet Wrocławski, Wydział Nauk Społecznych, Filozofia - magister (2008) | Uniwersytet Wrocławski, Wydział Nauk Historycznych i Pedagogicznych, Pedagogika - magister (2008) | Uniwersytet Wrocławski, Filozofia (2015) - studia doktoranckie | Uniwersytet Wrocławski, doktor nauk humanistycznych w zakresie filozofii - doktor (2018)","filozof, pedagog"
077,Magdalena Filiks,KO,aktywny,41,Szczecin,Magdalena.Filiks@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/F29A8F6D0879CB77C1258A51003B9C66/$File/077.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,40772,13-11-2023,poseł na Sejm RP IX kadencji,08-12-1978,Barlinek,wyższe,"Uniwersytet Szczeciński, Wydział Nauk Ekonomicznych i Zarządzania, Zarządzanie i Marketing - licencjat (2001) | Uniwersytet Szczeciński, Wydział Nauk Ekonomicznych i Zarządzania, Zarządzanie i Marketing - magister (2003)",ekonomista
078,Magdalena Filipek-Sobczak,PiS,aktywny,6,Lublin,Magdalena.Filipek-Sobczak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/5AA5C4847CC6367EC1258A51003B9C69/$File/078.jpg,,Prawo i Sprawiedliwość,10480,13-11-2023,brak,07-09-1983,Lublin,wyższe,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Humanistyczny, Kulturoznawstwo - magister (2007) | Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Prawa i Administracji, Prawo - magister (2012) | Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Prawo Gospodarcze i Handlowe (2016) - studia podyplomowe | Politechnika Lubelska, Master of Business Administration (2018) - studia podyplomowe | Uniwersytet Ekonomiczny we Wrocławiu, HR Business Partner (2022) - studia podyplomowe",prawnik
079,Radosław Fogiel,PiS,aktywny,17,Radom,Radoslaw.Fogiel@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/12936E561D314FC6C1258A51003B9C6E/$File/079.jpg,15-10-2023,Prawo i Sprawiedliwość,32791,13-11-2023,poseł na Sejm RP IX kadencji,16-02-1982,Radom,średnie ogólne,Katolickie Liceum Ogólnokształcące im. Filipa Neri (2001),parlamentarzysta
080,Bronisław Foltyn,Konfederacja,aktywny,27,Bielsko-Biała,Bronislaw.Foltyn@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/AB55DEFCFBAB8B14C1258A51003B9C74/$File/080.jpg,15-10-2023,Konfederacja Wolność i Niepodległość,18134,13-11-2023,brak,12-08-1974,Bielsko-Biała,wyższe,"Wyższa Szkoła Turystyki i Ekologii, Wydział Nauk Społecznych, Politologia - licencjat (2021)",przedsiębiorca prywatny
081,Roman Fritz,Konfederacja_KP,aktywny,30,Bielsko-Biała,Roman.Fritz@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/7B821DAF8B567A1AC1258A51003B9C79/$File/081.jpg,15-10-2023,Konfederacja Wolność i Niepodległość,11089,13-11-2023,brak,03-01-1966,Mikołów,wyższe,"Politechnika Śląska, Wydział Budownictwa, Technologia i Organizacja Budownictwa - magister inżynier (1992)",przedsiębiorca prywatny
082,Joanna Frydrych,KO,aktywny,22,Krosno,Joanna.Frydrych@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/690BC789DCF04AD0C1258A51003B9C7E/$File/082.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,29681,13-11-2023,poseł na Sejm RP VIII i IX kadencji,13-01-1978,Krosno,wyższe,"Wyższa Szkoła Informatyki i Zarządzania, Wydział Ekonomiczny, Ekonomia w zakresie finansów, ubezpieczeń i bankowości - magister (2003) | Uniwersytet Rzeszowski, Europeistyka o specjalności administracja publiczna i samorządowa (2004) - studia podyplomowe | Wyższa Szkoła Menedżerska w Warszawie, Executive Master of Business Administration (2018) - studia podyplomowe","ekonomista, pracownik administracji państwowej"
083,Konrad Frysztak,KO,aktywny,17,Radom,Konrad.Frysztak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/278F7B9E14D12C0CC1258A51003B9C7F/$File/083.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,25416,13-11-2023,poseł na Sejm RP IX kadencji,15-02-1986,Radom,wyższe,"Wyższa Szkoła Handlowa, Wydział Nauk Humanistycznych, Dziennikarstwo - licencjat (2012) | Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Politologii, Dziennikarstwo - magister (2020) | Europejska Uczelnia Społeczno-Techniczna im. Roberta Schumana w Radomiu, Wydział Nauk Prawnych, Prawo - magister (2023)","dziennikarz, prawnik"
084,Patryk Gabriel,KO,aktywny,25,Gdańsk,Patryk.Gabriel@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/D1FD7ECDE3544836C1258A51003B9C84/$File/084.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,11201,13-11-2023,brak,29-03-1977,Gdańsk,wyższe,"Uniwersytet Gdański, Wydział Nauk Społecznych, Socjologia - magister (2001) | Uniwersytet Gdański, Nauki o Zarządzaniu (2015) - studia doktoranckie",urzędnik samorządowy
085,Krzysztof Gadowski,KO,aktywny,30,Bielsko-Biała,Krzysztof.Gadowski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/098930E7800FDA27C1258A51003B9C87/$File/085.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,36031,13-11-2023,"poseł na Sejm RP V, VI, VII, VIII i IX kadencji",14-08-1962,Bochnia,wyższe,"Politechnika Śląska, Wydział Transportu, Eksploatacja i Utrzymanie Pojazdów - magister inżynier (1986) | Uniwersytet Śląski, Samorząd Terytorialny (1996) - studia podyplomowe | Politechnika Śląska, Zarządzanie Przedsiębiorstwem (1996) - studia podyplomowe",inżynier transportu
086,Aleksandra Gajewska,KO,aktywny,19,Warszawa,Aleksandra.Gajewska@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/375D9F1D4963C981C1258A51003B9C8A/$File/086.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,49428,13-11-2023,poseł na Sejm RP IX kadencji,22-08-1989,Warszawa,wyższe,"Collegium Civitas (Warszawa), Stosunki Międzynarodowe, Stosunki międzynarodowe - magister (2013) | Collegium Humanum, Executive Master of Business Administration (2021) - studia podyplomowe",przedsiębiorca prywatny
087,Kinga Gajewska,KO,aktywny,20,Warszawa,Kinga.Gajewska@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/B756E714380E1179C1258A51003B9C8F/$File/087.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,85283,13-11-2023,poseł na Sejm RP VIII i IX kadencji,22-07-1990,Warszawa,wyższe,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych, Nauki Polityczne - magister (2014) | Uniwersytet Warszawski, Nauki Polityczne (2017) - studia doktoranckie | Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (2018)","politolog, prawnik"
088,Elżbieta Gapińska,KO,aktywny,16,Płock,Elzbieta.Gapinska@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/E5075AD988B49EF1C1258A51003B9C95/$File/088.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,13214,13-11-2023,"poseł na Sejm RP VII, VIII i IX kadencji",03-10-1960,Płock,wyższe,"Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej, Pedagogika specjalna - Resocjalizacja - magister (1985)",pedagog
089,Kamila Gasiuk-Pihowicz,KO,wygasl,18,Siedlce,,https://orka.sejm.gov.pl/Poslowie10.nsf/0/43CD11065EA34DE3C1258A51003B9C9B/$File/089.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,57609,13-11-2023,poseł na Sejm RP VIII i IX kadencji,08-05-1983,Warszawa,wyższe,"Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie, Wydział Prawa i Administracji, Prawo - magister (2007) | Szkoła Główna Handlowa w Warszawie, Wydział Ekonomii, Finanse i Bankowość - licencjat (2007)","adwokat, prawnik"
090,Krzysztof Gawkowski,Lewica,aktywny,4,Bydgoszcz,Krzysztof.Gawkowski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/5A273D88344561CCC1258A51003B9C9D/$File/090.jpg,15-10-2023,Nowa Lewica,21831,13-11-2023,poseł na Sejm RP IX kadencji,11-04-1980,Warszawa,wyższe,"Wyższa Szkoła Komunikowania i Mediów Społecznych (Warszawa), Wydział Nauk Politycznych, Politologia - magister (2006) | Akademia Humanistyczna im. Aleksandra Gieysztora, Wydział Nauk Humanistycznych, Nauki Humanistyczne - doktor (2011) | Akademia Humanistyczna im. Aleksandra Gieysztora, Wydział Nauk o Polityce, Politologia (2011) - studia doktoranckie | Uniwersytet Warszawski, Prawo Pracy (2021) - studia podyplomowe",nauczyciel akademicki
091,Zdzisław Gawlik,KO,aktywny,23,Rzeszów,Zdzislaw.Gawlik@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/5F212842BD952D3FC1258A51003B9CA0/$File/091.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,7054,13-11-2023,poseł na Sejm RP VIII kadencji,12-09-1960,Dębica,wyższe,"Uniwersytet Marii Curie-Skłodowskiej Filia w Rzeszowie, Wydział Prawa i Administracji, Prawo - magister (1983)",nauczyciel akademicki
